Team	Opponent	Game Site	Game Result	Team Score	Opponent Score	
Lafayette	Navy	@	L	61	87	-26
Lafayette	American	H	L	73	81	-8
Lafayette	Bucknell	@	L	67	79	-12
Lafayette	Loyola (MD)	@	L	77	84	-7
Lafayette	Army	H	L	81	84	-3
Lafayette	Boston University	H	L	82	89	-7
Lafayette	Lehigh	H	L	72	87	-15
Lafayette	Holy Cross	@	L	53	67	-14
Lafayette	Navy	H	L	68	74	-6
Lafayette	American	@	L	59	60	-1
Lafayette	Lehigh	@	L	61	73	-12
Lafayette	Bucknell	H	L	83	86	-3
Lafayette	Colgate	H	W	79	77	2
Lafayette	Navy	@	L	70	78	-8
Lamar	Austin College	H	W	101	58	43
Lamar	Fresno State	@	L	72	80	-8
Lamar	Delaware State	@	W	77	66	11
Lamar	Rice	@	L	84	92	-8
Lamar	UC-Riverside	H	L	69	74	-5
Lamar	Texas-Rio Grande Valley	H	W	83	60	23
Lamar	Idaho State	H	W	82	70	12
Lamar	Liberty	@	W	73	58	15
Lamar	Virginia Tech	@	L	53	88	-35
Lamar	Jarvis Christian	H	W	80	56	24
Lamar	Texas Lutheran	H	W	86	69	17
Lamar	Howard Payne	H	W	97	74	23
Lamar	Nicholls State	@	W	79	67	12
Lamar	New Orleans	H	L	64	68	-4
Lamar	Central Arkansas	@	L	76	93	-17
Lamar	Texas A&M-Corpus Christi	H	L	82	91	-9
Lamar	Northwestern State	H	W	86	82	4
Lamar	Southeastern Louisiana	@	L	70	98	-28
Lamar	Houston Baptist	H	L	79	92	-13
Lamar	Stephen F. Austin	@	L	52	86	-34
Lamar	Abilene Christian	@	L	71	80	-9
Lamar	Sam Houston State	H	L	66	69	-3
Lamar	Incarnate Word	H	L	71	74	-3
Lamar	Abilene Christian	H	L	67	71	-4
Lamar	Houston Baptist	@	L	78	79	-1
Lamar	McNeese State	@	W	87	76	11
Lamar	Stephen F. Austin	H	L	58	79	-21
Lamar	Incarnate Word	@	L	70	89	-19
Lamar	McNeese State	H	L	74	77	-3
Lamar	Sam Houston State	@	L	76	94	-18
Lehigh	Syracuse	@	L	47	57	-10
Lehigh	Canisius	@	L	89	98	-9
Lehigh	Yale	H	L	67	79	-12
Lehigh	Columbia	@	L	61	88	-27
Lehigh	Virginia	@	L	54	80	-26
Lehigh	Purdue	@	L	55	77	-22
Lehigh	Saint Francis (PA)	@	L	73	84	-11
Lehigh	Rochester (MI)	H	W	84	50	34
Lehigh	Robert Morris	@	L	67	69	-2
Lehigh	Mount St. Mary's	H	W	76	73	3
Lehigh	Stony Brook	H	L	62	75	-13
Lehigh	Army	H	L	82	88	-6
Lehigh	Boston University	H	W	81	73	8
Lehigh	Loyola (MD)	@	L	50	51	-1
Lehigh	American	@	W	65	50	15
Lehigh	Bucknell	H	L	76	82	-6
Lehigh	Holy Cross	@	W	87	66	21
Lehigh	Navy	H	L	64	69	-5
Lehigh	Colgate	H	W	79	70	9
Lehigh	Boston University	@	L	73	75	-2
Lehigh	Loyola (MD)	H	W	71	66	5
Lehigh	American	H	W	72	49	23
Lehigh	Lafayette	@	W	87	72	15
Lehigh	Bucknell	@	W	80	65	15
Lehigh	Holy Cross	H	W	64	59	5
Lehigh	Navy	@	W	77	74	3
Lehigh	Lafayette	H	W	73	61	12
Lehigh	Colgate	@	W	71	54	17
Lehigh	Army	@	W	82	72	10
Lehigh	Navy	H	W	65	63	2
Lehigh	American	H	W	78	62	16
Lehigh	Holy Cross	N	L	56	59	-3
Liberty	Covenant	H	W	64	62	2
Liberty	Summit	H	W	90	52	38
Liberty	William & Mary	H	L	59	70	-11
Liberty	Central Pennsylvania College	H	W	86	50	36
Liberty	Appalachian State	N	L	62	73	-11
Liberty	Western Michigan	N	L	58	68	-10
Liberty	Tulane	N	L	51	72	-21
Liberty	Radford	@	L	52	56	-4
Liberty	Charleston Southern	H	L	61	68	-7
Liberty	Furman	@	L	56	79	-23
Liberty	Lamar	H	L	58	73	-15
Liberty	Princeton	@	L	72	77	-5
Liberty	St. Francis (NY)	@	L	55	64	-9
Liberty	Virginia Commonwealth	@	L	57	85	-28
Liberty	Notre Dame	@	L	56	73	-17
Liberty	North Carolina-Asheville	H	L	69	76	-7
Liberty	Coastal Carolina	@	W	62	61	1
Liberty	Campbell	H	W	55	52	3
Liberty	Charleston Southern	@	L	63	64	-1
Liberty	Winthrop	@	L	58	74	-16
Liberty	Longwood	H	W	55	53	2
Liberty	High Point	H	W	69	67	2
Liberty	Gardner-Webb	@	W	69	55	14
Liberty	Presbyterian	@	W	65	61	4
Liberty	Winthrop	H	W	88	77	11
Liberty	High Point	@	W	80	76	4
Liberty	Longwood	@	W	69	68	1
Liberty	Radford	H	L	67	69	-2
Liberty	Presbyterian	H	L	73	79	-6
Liberty	North Carolina-Asheville	@	L	56	73	-17
Liberty	Gardner-Webb	H	W	86	81	5
Liberty	North Carolina-Asheville	N	L	49	80	-31
Lipscomb	Santa Clara	@	W	65	63	2
Lipscomb	Milwaukee	N	L	65	71	-6
Lipscomb	Denver	N	L	69	82	-13
Lipscomb	Oakland City	H	W	96	69	27
Lipscomb	Miami (OH)	@	L	68	70	-2
Lipscomb	Northeastern	N	L	67	79	-12
Lipscomb	Florida Atlantic	N	W	79	65	14
Lipscomb	South Carolina	@	L	76	92	-16
Lipscomb	Belmont	@	L	89	105	-16
Lipscomb	Tennessee Tech	H	L	78	81	-3
Lipscomb	Belmont	H	L	84	93	-9
Lipscomb	Cumberland	H	W	83	53	30
Lipscomb	Princeton	H	L	64	78	-14
Lipscomb	Tennessee State	@	L	86	89	-3
Lipscomb	Austin Peay	H	L	84	92	-8
Lipscomb	Chattanooga	H	L	56	80	-24
Lipscomb	Akron	@	L	73	80	-7
Lipscomb	Kennesaw State	@	L	86	102	-16
Lipscomb	North Florida	@	L	83	95	-12
Lipscomb	Jacksonville	@	L	73	76	-3
Lipscomb	Stetson	H	W	92	87	5
Lipscomb	Florida Gulf Coast	H	W	91	75	16
Lipscomb	NJIT	@	W	81	72	9
Lipscomb	South Carolina Upstate	H	L	91	92	-1
Lipscomb	NJIT	H	L	78	90	-12
Lipscomb	South Carolina Upstate	@	W	78	65	13
Lipscomb	Jacksonville	H	W	93	92	1
Lipscomb	North Florida	H	W	94	87	7
Lipscomb	Florida Gulf Coast	@	L	67	82	-15
Lipscomb	Stetson	@	W	77	74	3
Lipscomb	Kennesaw State	H	L	57	73	-16
Lipscomb	Jacksonville	@	W	92	89	3
Lipscomb	Stetson	H	L	75	96	-21
Long Beach State	Brigham Young-Hawaii	H	W	91	57	34
Long Beach State	Brigham Young	H	W	66	65	1
Long Beach State	Seton Hall	N	W	80	77	3
Long Beach State	Virginia	N	L	52	87	-35
Long Beach State	Oklahoma State	N	L	77	82	-5
Long Beach State	Oklahoma State	@	L	73	79	-6
Long Beach State	San Diego State	H	L	72	76	-4
Long Beach State	Colorado State	@	W	83	77	6
Long Beach State	New Mexico State	H	W	67	53	14
Long Beach State	UCLA	@	L	76	83	-7
Long Beach State	Pepperdine	@	L	75	77	-2
Long Beach State	Tampa	H	W	87	60	27
Long Beach State	Oregon	@	L	73	94	-21
Long Beach State	Arizona	@	L	70	85	-15
Long Beach State	Duke	@	L	81	103	-22
Long Beach State	Cal State Northridge	@	W	94	79	15
Long Beach State	UC-Davis	H	W	59	47	12
Long Beach State	UC-Irvine	H	L	54	58	-4
Long Beach State	Cal Poly	@	L	92	96	-4
Long Beach State	UC-Santa Barbara	@	W	77	67	10
Long Beach State	UC-Riverside	@	L	72	74	-2
Long Beach State	UC-Santa Barbara	H	W	80	70	10
Long Beach State	Hawaii	@	W	78	64	14
Long Beach State	Cal State Northridge	H	W	81	76	5
Long Beach State	Cal Poly	H	W	73	70	3
Long Beach State	UC-Davis	@	W	57	48	9
Long Beach State	Cal State Fullerton	H	W	70	57	13
Long Beach State	UC-Irvine	@	L	67	90	-23
Long Beach State	UC-Riverside	H	W	66	55	11
Long Beach State	Cal State Fullerton	@	W	75	73	2
Long Beach State	Hawaii	H	W	74	72	2
Long Beach State	UC-Riverside	N	W	82	74	8
Long Beach State	UC-Irvine	N	W	77	72	5
Long Island University	Loyola (MD)	@	W	71	68	3
Long Island University	Maine	H	W	84	79	5
Long Island University	North Carolina Central	H	W	78	77	1
Long Island University	Florida International	@	L	72	80	-8
Long Island University	Dartmouth	@	L	56	79	-23
Long Island University	Massachusetts-Lowell	H	W	84	72	12
Long Island University	Fordham	@	L	84	89	-5
Long Island University	Niagara	@	W	80	79	1
Long Island University	Sam Houston State	H	L	69	75	-6
Long Island University	Incarnate Word	H	W	66	59	7
Long Island University	Massachusetts	@	L	79	83	-4
Long Island University	Mount St. Mary's	@	L	63	79	-16
Long Island University	Central Connecticut State	@	W	76	67	9
Long Island University	Robert Morris	H	L	60	70	-10
Long Island University	Saint Francis (PA)	H	L	65	72	-7
Long Island University	Wagner	@	W	71	70	1
Long Island University	Bryant	@	W	79	61	18
Long Island University	Fairleigh Dickinson	@	L	95	101	-6
Long Island University	St. Francis (NY)	H	L	49	64	-15
Long Island University	Sacred Heart	H	W	92	84	8
Long Island University	Fairleigh Dickinson	H	L	85	88	-3
Long Island University	Mount St. Mary's	H	W	77	74	3
Long Island University	Sacred Heart	@	L	90	98	-8
Long Island University	Wagner	H	W	82	69	13
Long Island University	St. Francis (NY)	@	W	82	67	15
Long Island University	Robert Morris	@	L	67	74	-7
Long Island University	Saint Francis (PA)	@	W	94	89	5
Long Island University	Central Connecticut State	H	W	80	74	6
Long Island University	Bryant	H	L	83	88	-5
Long Island University	Sacred Heart	@	W	84	76	8
Long Island University	Wagner	@	L	65	81	-16
Longwood	Randolph	H	W	69	49	20
Longwood	La Roche	H	W	89	65	24
Longwood	South Carolina State	N	L	77	83	-6
Longwood	Ball State	N	L	67	78	-11
Longwood	Eastern Kentucky	@	L	97	110	-13
Longwood	Maine	@	L	82	92	-10
Longwood	Columbia	@	W	70	69	1
Longwood	High Point	@	L	66	90	-24
Longwood	Maryland-Baltimore County	H	L	59	70	-11
Longwood	Richmond	@	L	59	77	-18
Longwood	Oklahoma State	@	L	55	73	-18
Longwood	George Mason	@	L	70	75	-5
Longwood	Dartmouth	@	L	54	78	-24
Longwood	Cairn	H	W	90	52	38
Longwood	North Carolina-Asheville	H	L	61	70	-9
Longwood	Gardner-Webb	H	L	66	67	-1
Longwood	Presbyterian	@	L	65	78	-13
Longwood	Coastal Carolina	H	W	76	61	15
Longwood	Campbell	@	W	74	57	17
Longwood	Liberty	@	L	53	55	-2
Longwood	Winthrop	H	L	68	82	-14
Longwood	Radford	H	L	81	90	-9
Longwood	North Carolina-Asheville	@	L	74	88	-14
Longwood	Campbell	H	W	80	79	1
Longwood	Charleston Southern	@	W	78	76	2
Longwood	Winthrop	@	L	80	88	-8
Longwood	Liberty	H	L	68	69	-1
Longwood	High Point	H	L	80	88	-8
Longwood	Gardner-Webb	@	L	71	81	-10
Longwood	Presbyterian	H	L	73	74	-1
Longwood	Radford	@	W	92	81	11
Longwood	Charleston Southern	N	W	75	69	6
Longwood	High Point	N	L	78	89	-11
Louisiana-Lafayette	Louisiana College	H	W	108	68	40
Louisiana-Lafayette	Miami (FL)	@	L	77	93	-16
Louisiana-Lafayette	Alabama	@	L	93	105	-12
Louisiana-Lafayette	Loyola (LA)	H	W	106	62	44
Louisiana-Lafayette	Louisiana-Monroe	@	L	70	81	-11
Louisiana-Lafayette	McNeese State	H	W	97	64	33
Louisiana-Lafayette	Louisiana Tech	@	L	79	91	-12
Louisiana-Lafayette	UCLA	@	L	80	89	-9
Louisiana-Lafayette	Pepperdine	@	L	59	79	-20
Louisiana-Lafayette	New Orleans	H	W	79	69	10
Louisiana-Lafayette	Appalachian State	H	W	79	58	21
Louisiana-Lafayette	Arkansas-Little Rock	@	L	57	77	-20
Louisiana-Lafayette	Arkansas State	@	L	69	71	-2
Louisiana-Lafayette	Georgia Southern	@	W	74	65	9
Louisiana-Lafayette	Georgia State	@	W	87	54	33
Louisiana-Lafayette	South Alabama	H	W	92	82	10
Louisiana-Lafayette	Troy	H	W	88	65	23
Louisiana-Lafayette	Texas State	H	W	80	54	26
Louisiana-Lafayette	Texas-Arlington	H	W	90	75	15
Louisiana-Lafayette	Louisiana-Monroe	H	W	72	65	7
Louisiana-Lafayette	Appalachian State	@	W	87	76	11
Louisiana-Lafayette	Arkansas State	H	W	83	73	10
Louisiana-Lafayette	Arkansas-Little Rock	H	L	64	68	-4
Louisiana-Lafayette	Texas-Arlington	@	L	83	84	-1
Louisiana-Lafayette	Texas State	@	L	57	61	-4
Louisiana-Lafayette	Troy	@	W	73	63	10
Louisiana-Lafayette	South Alabama	@	L	70	83	-13
Louisiana-Lafayette	Georgia State	H	L	69	72	-3
Louisiana-Lafayette	Georgia Southern	H	W	87	78	9
Louisiana-Lafayette	South Alabama	N	W	90	68	22
Louisiana-Monroe	McMurry	H	W	88	43	45
Louisiana-Monroe	Minnesota	@	L	56	67	-11
Louisiana-Monroe	Northwestern State	@	W	80	64	16
Louisiana-Monroe	Houston	@	L	64	76	-12
Louisiana-Monroe	Chattanooga	H	W	64	54	10
Louisiana-Monroe	Louisiana-Lafayette	H	W	81	70	11
Louisiana-Monroe	Kent State	@	L	62	73	-11
Louisiana-Monroe	Penn State	@	L	50	54	-4
Louisiana-Monroe	West Virginia	@	L	58	100	-42
Louisiana-Monroe	Central Baptist	H	W	101	76	25
Louisiana-Monroe	Canisius	N	L	96	108	-12
Louisiana-Monroe	Hampton	N	L	64	75	-11
Louisiana-Monroe	Appalachian State	H	W	72	56	16
Louisiana-Monroe	Arkansas State	@	L	65	68	-3
Louisiana-Monroe	Arkansas-Little Rock	@	L	57	58	-1
Louisiana-Monroe	Georgia State	@	L	51	65	-14
Louisiana-Monroe	Georgia Southern	@	L	51	66	-15
Louisiana-Monroe	Troy	H	W	85	74	11
Louisiana-Monroe	South Alabama	H	W	100	68	32
Louisiana-Monroe	Texas-Arlington	H	W	99	88	11
Louisiana-Monroe	Texas State	H	W	72	59	13
Louisiana-Monroe	Louisiana-Lafayette	@	L	65	72	-7
Louisiana-Monroe	Appalachian State	@	W	91	90	1
Louisiana-Monroe	Arkansas-Little Rock	H	W	86	82	4
Louisiana-Monroe	Arkansas State	H	W	78	73	5
Louisiana-Monroe	Texas State	@	W	76	57	19
Louisiana-Monroe	Texas-Arlington	@	W	64	61	3
Louisiana-Monroe	South Alabama	@	W	66	59	7
Louisiana-Monroe	Troy	@	W	66	51	15
Louisiana-Monroe	Georgia Southern	H	W	83	76	7
Louisiana-Monroe	Georgia State	H	W	91	78	13
Louisiana State	McNeese State	H	W	81	70	11
Louisiana State	Kennesaw State	H	W	91	69	22
Louisiana State	South Alabama	H	W	78	66	12
Louisiana State	Marquette	N	L	80	81	-1
Louisiana State	North Carolina State	N	L	72	83	-11
Louisiana State	College of Charleston	@	L	58	70	-12
Louisiana State	North Florida	H	W	119	108	11
Louisiana State	Houston	@	L	98	105	-7
Louisiana State	Gardner-Webb	H	W	78	57	21
Louisiana State	Oral Roberts	H	W	100	77	23
Louisiana State	American	H	W	79	51	28
Louisiana State	Wake Forest	H	L	71	77	-6
Louisiana State	Vanderbilt	@	W	90	82	8
Louisiana State	Kentucky	H	W	85	67	18
Louisiana State	Florida	@	L	62	68	-6
Louisiana State	Mississippi	H	W	90	81	9
Louisiana State	Arkansas	H	W	76	74	2
Louisiana State	Texas A&M	@	L	57	71	-14
Louisiana State	Alabama	@	W	72	70	2
Louisiana State	Georgia	H	W	89	85	4
Louisiana State	Oklahoma	H	L	75	77	-2
Louisiana State	Auburn	@	W	80	68	12
Louisiana State	Mississippi State	H	W	88	77	11
Louisiana State	South Carolina	@	L	83	94	-11
Louisiana State	Texas A&M	H	W	76	71	5
Louisiana State	Alabama	H	L	69	76	-7
Louisiana State	Tennessee	@	L	65	81	-16
Louisiana State	Arkansas	@	L	65	85	-20
Louisiana State	Florida	H	W	96	91	5
Louisiana State	Missouri	H	W	80	71	9
Louisiana State	Kentucky	@	L	77	94	-17
Louisiana State	Tennessee	N	W	84	75	9
Louisiana Tech	Millsaps	H	W	95	33	62
Louisiana Tech	Texas-Arlington	H	W	80	68	12
Louisiana Tech	Grambling	@	W	86	67	19
Louisiana Tech	Ohio State	@	W	82	74	8
Louisiana Tech	North Carolina Central	H	W	71	50	21
Louisiana Tech	Memphis	@	L	68	94	-26
Louisiana Tech	Jackson State	H	W	95	88	7
Louisiana Tech	Louisiana State-Shreveport	H	W	82	49	33
Louisiana Tech	Louisiana-Lafayette	H	W	91	79	12
Louisiana Tech	Mississippi	@	L	80	99	-19
Louisiana Tech	Southern	H	W	83	76	7
Louisiana Tech	Florida Gulf Coast	@	W	66	63	3
Louisiana Tech	Prairie View	H	W	77	58	19
Louisiana Tech	Southern Mississippi	H	W	87	57	30
Louisiana Tech	Old Dominion	H	L	53	56	-3
Louisiana Tech	Charlotte	H	W	93	90	3
Louisiana Tech	Florida International	@	L	74	88	-14
Louisiana Tech	Florida Atlantic	@	L	61	63	-2
Louisiana Tech	Southern Mississippi	@	W	70	59	11
Louisiana Tech	Texas-San Antonio	H	W	85	75	10
Louisiana Tech	Texas-El Paso	H	W	78	70	8
Louisiana Tech	Rice	@	W	90	78	12
Louisiana Tech	North Texas	@	L	69	80	-11
Louisiana Tech	Middle Tennessee	H	W	73	63	10
Louisiana Tech	Alabama-Birmingham	H	W	85	76	9
Louisiana Tech	Texas-San Antonio	@	W	87	74	13
Louisiana Tech	Texas-El Paso	@	L	80	91	-11
Louisiana Tech	North Texas	H	W	73	62	11
Louisiana Tech	Rice	H	W	88	69	19
Louisiana Tech	Marshall	@	W	97	94	3
Louisiana Tech	Western Kentucky	@	L	90	96	-6
Louisiana Tech	Old Dominion	N	L	52	68	-16
Louisville	Samford	H	W	86	45	41
Louisville	Hartford	H	W	87	52	35
Louisville	North Florida	H	W	89	61	28
Louisville	St. Francis (NY)	H	W	85	41	44
Louisville	Saint Louis	N	W	77	57	20
Louisville	Michigan State	@	L	67	71	-4
Louisville	Grand Canyon	H	W	111	63	48
Louisville	Eastern Michigan	H	W	86	53	33
Louisville	Kennesaw State	H	W	94	57	37
Louisville	Western Kentucky	H	W	78	56	22
Louisville	Missouri-Kansas City	H	W	75	47	28
Louisville	Utah Valley	H	W	98	68	30
Louisville	Kentucky	@	L	73	75	-2
Louisville	Wake Forest	H	W	65	57	8
Louisville	North Carolina State	@	W	77	72	5
Louisville	Clemson	@	L	62	66	-4
Louisville	Pittsburgh	H	W	59	41	18
Louisville	Florida State	H	W	84	65	19
Louisville	Georgia Tech	@	W	75	71	4
Louisville	Virginia Tech	@	W	91	83	8
Louisville	Virginia	H	L	47	63	-16
Louisville	North Carolina	H	W	71	65	6
Louisville	Boston College	H	W	79	47	32
Louisville	Duke	@	L	65	72	-7
Louisville	Notre Dame	@	L	66	71	-5
Louisville	Syracuse	H	W	72	58	14
Louisville	Duke	H	W	71	64	7
Louisville	Pittsburgh	@	W	67	60	7
Louisville	Miami (FL)	@	L	65	73	-8
Louisville	Georgia Tech	H	W	56	53	3
Louisville	Virginia	@	L	46	68	-22
Loyola (IL)	Texas-San Antonio	H	W	76	64	12
Loyola (IL)	Eureka	H	W	84	51	33
Loyola (IL)	New Mexico	@	L	51	75	-24
Loyola (IL)	Toledo	H	W	69	62	7
Loyola (IL)	San Diego	N	W	67	57	10
Loyola (IL)	Toledo	N	L	74	82	-8
Loyola (IL)	North Carolina-Asheville	N	L	48	59	-11
Loyola (IL)	Creighton	H	W	68	65	3
Loyola (IL)	Notre Dame	@	L	61	81	-20
Loyola (IL)	Cleveland State	H	L	54	60	-6
Loyola (IL)	Illinois-Chicago	H	W	64	47	17
Loyola (IL)	Western Illinois	H	W	72	67	5
Loyola (IL)	Southern Illinois	H	L	62	72	-10
Loyola (IL)	Indiana State	@	L	58	73	-15
Loyola (IL)	Illinois State	@	L	52	54	-2
Loyola (IL)	Missouri State	H	L	54	56	-2
Loyola (IL)	Bradley	H	L	53	54	-1
Loyola (IL)	Northern Iowa	@	W	51	41	10
Loyola (IL)	Evansville	@	L	66	74	-8
Loyola (IL)	Drake	H	W	68	63	5
Loyola (IL)	Wichita State	@	L	54	80	-26
Loyola (IL)	Indiana State	H	W	104	96	8
Loyola (IL)	Illinois State	H	L	70	78	-8
Loyola (IL)	Southern Illinois	@	W	73	59	14
Loyola (IL)	Bradley	@	W	54	43	11
Loyola (IL)	Evansville	H	L	73	74	-1
Loyola (IL)	Northern Iowa	H	W	59	56	3
Loyola (IL)	Missouri State	@	W	75	62	13
Loyola (IL)	Wichita State	H	L	54	76	-22
Loyola (IL)	Drake	@	L	59	69	-10
Loyola (IL)	Bradley	N	W	74	66	8
Loyola (IL)	Wichita State	N	L	58	66	-8
Loyola Marymount	Cal State Fullerton	H	W	79	74	5
Loyola Marymount	UC-Irvine	@	L	53	77	-24
Loyola Marymount	Colorado State	@	L	75	83	-8
Loyola Marymount	Antelope Valley	H	W	86	62	24
Loyola Marymount	Cal State Northridge	H	W	82	80	2
Loyola Marymount	Southeast Missouri State	@	W	73	60	13
Loyola Marymount	Oregon State	@	L	70	79	-9
Loyola Marymount	UC-Riverside	H	W	77	76	1
Loyola Marymount	Boise State	@	L	66	67	-1
Loyola Marymount	Cal State Fullerton	@	W	82	70	12
Loyola Marymount	Jacksonville State	H	W	77	60	17
Loyola Marymount	Portland	@	L	60	87	-27
Loyola Marymount	Gonzaga	@	L	62	85	-23
Loyola Marymount	Pepperdine	@	L	65	68	-3
Loyola Marymount	Saint Mary's (CA)	H	L	48	73	-25
Loyola Marymount	Pacific	H	L	58	60	-2
Loyola Marymount	San Francisco	@	W	87	83	4
Loyola Marymount	Santa Clara	@	W	76	66	10
Loyola Marymount	Brigham Young	H	L	80	91	-11
Loyola Marymount	San Diego	H	W	67	63	4
Loyola Marymount	Brigham Young	@	L	62	87	-25
Loyola Marymount	San Diego	@	L	69	77	-8
Loyola Marymount	Gonzaga	H	L	63	92	-29
Loyola Marymount	Portland	H	L	78	92	-14
Loyola Marymount	Pacific	@	W	77	72	5
Loyola Marymount	Saint Mary's (CA)	@	L	62	68	-6
Loyola Marymount	Santa Clara	H	L	72	76	-4
Loyola Marymount	San Francisco	H	W	100	87	13
Loyola Marymount	Pepperdine	H	W	90	83	7
Loyola Marymount	San Diego	N	W	64	61	3
Loyola Marymount	Saint Mary's (CA)	N	L	48	60	-12
Loyola (MD)	Tennessee State	H	L	71	86	-15
Loyola (MD)	Long Island University	H	L	68	71	-3
Loyola (MD)	Maryland-Baltimore County	@	W	76	57	19
Loyola (MD)	St. Bonaventure	@	L	82	94	-12
Loyola (MD)	Stony Brook	H	L	63	76	-13
Loyola (MD)	Siena	@	L	82	90	-8
Loyola (MD)	Kansas	@	L	61	94	-33
Loyola (MD)	Mount St. Mary's	@	L	68	85	-17
Loyola (MD)	Towson	H	L	54	65	-11
Loyola (MD)	Fairfield	@	L	88	94	-6
Loyola (MD)	Northwestern	@	L	59	74	-15
Loyola (MD)	American	H	W	75	67	8
Loyola (MD)	Lafayette	@	W	81	78	3
Loyola (MD)	Lehigh	H	W	51	50	1
Loyola (MD)	Army	H	L	59	73	-14
Loyola (MD)	Navy	@	L	52	60	-8
Loyola (MD)	Boston University	@	L	84	87	-3
Loyola (MD)	Bucknell	H	L	58	67	-9
Loyola (MD)	Holy Cross	@	W	71	54	17
Loyola (MD)	Lafayette	H	W	84	77	7
Loyola (MD)	Colgate	H	W	68	65	3
Loyola (MD)	Lehigh	@	L	66	71	-5
Loyola (MD)	Army	@	W	100	99	1
Loyola (MD)	Navy	H	L	51	71	-20
Loyola (MD)	Boston University	H	L	65	73	-8
Loyola (MD)	Bucknell	@	L	52	87	-35
Loyola (MD)	Colgate	@	L	90	93	-3
Loyola (MD)	Holy Cross	H	W	78	63	15
Loyola (MD)	American	@	L	66	67	-1
Loyola (MD)	Holy Cross	H	L	67	72	-5
Maine	Connecticut	@	L	56	100	-44
Maine	Long Island University	@	L	79	84	-5
Maine	Wagner	@	L	73	87	-14
Maine	Longwood	H	W	92	82	10
Maine	Central Connecticut State	@	W	81	74	7
Maine	Army	H	L	71	84	-13
Maine	Marquette	@	L	67	104	-37
Maine	Dartmouth	H	L	69	79	-10
Maine	Boston College	@	L	60	91	-31
Maine	Fordham	@	L	53	70	-17
Maine	Holy Cross	@	L	75	76	-1
Maine	Quinnipiac	H	W	98	95	3
Maine	Brown	H	W	98	92	6
Maine	Vermont	H	L	72	90	-18
Maine	Maryland-Baltimore County	@	L	76	89	-13
Maine	Massachusetts-Lowell	@	W	95	81	14
Maine	Albany (NY)	H	W	81	79	2
Maine	New Hampshire	H	L	91	99	-8
Maine	Stony Brook	@	L	54	81	-27
Maine	Hartford	@	W	105	100	5
Maine	Binghamton	H	W	74	63	11
Maine	Vermont	@	L	68	85	-17
Maine	Maryland-Baltimore County	H	L	79	83	-4
Maine	New Hampshire	@	L	75	88	-13
Maine	Massachusetts-Lowell	H	L	95	108	-13
Maine	Albany (NY)	@	L	64	108	-44
Maine	Stony Brook	H	L	56	75	-19
Maine	Hartford	H	L	74	82	-8
Maine	Binghamton	@	L	66	78	-12
Maine	Vermont	@	L	82	99	-17
Manhattan	Saint Mary's (CA)	@	L	63	89	-26
Manhattan	Bucknell	H	L	67	80	-13
Manhattan	George Mason	H	W	69	67	2
Manhattan	Fordham	@	L	64	87	-23
Manhattan	Siena	@	L	54	89	-35
Manhattan	Marist	H	L	70	75	-5
Manhattan	Columbia	H	L	71	72	-1
Manhattan	Memphis	@	L	57	89	-32
Manhattan	St. Francis (NY)	H	W	71	60	11
Manhattan	Morgan State	@	W	78	66	12
Manhattan	Eastern Kentucky	@	L	64	76	-12
Manhattan	Fairfield	H	W	72	66	6
Manhattan	Siena	H	W	92	87	5
Manhattan	Canisius	@	W	94	86	8
Manhattan	Niagara	@	L	53	55	-2
Manhattan	Canisius	H	L	62	65	-3
Manhattan	Niagara	H	W	69	64	5
Manhattan	Monmouth	H	W	78	71	7
Manhattan	Iona	@	L	56	70	-14
Manhattan	Rider	H	W	65	57	8
Manhattan	Fairfield	@	L	70	80	-10
Manhattan	Quinnipiac	H	W	84	77	7
Manhattan	Marist	@	W	81	73	8
Manhattan	Monmouth	@	L	70	79	-9
Manhattan	Saint Peter's	@	L	69	70	-1
Manhattan	Quinnipiac	@	W	63	59	4
Manhattan	Saint Peter's	H	L	40	61	-21
Manhattan	Iona	H	L	73	86	-13
Manhattan	Rider	@	L	57	60	-3
Manhattan	Marist	N	W	81	63	18
Manhattan	Siena	N	L	76	89	-13
Marist	Holy Cross	H	L	64	67	-3
Marist	Dartmouth	H	W	73	63	10
Marist	Kent State	@	L	72	79	-7
Marist	Vermont	@	L	60	86	-26
Marist	Iona	H	L	66	101	-35
Marist	Manhattan	@	W	75	70	5
Marist	Albany (NY)	H	L	53	75	-22
Marist	Delaware	H	L	69	70	-1
Marist	Army	@	W	89	83	6
Marist	Brown	N	W	84	83	1
Marist	Jacksonville	@	L	68	69	-1
Marist	Canisius	H	L	83	92	-9
Marist	Saint Peter's	H	L	60	68	-8
Marist	Iona	@	L	80	90	-10
Marist	Rider	@	L	100	102	-2
Marist	Saint Peter's	@	L	67	76	-9
Marist	Fairfield	H	L	76	88	-12
Marist	Monmouth	@	L	72	83	-11
Marist	Niagara	H	L	66	69	-3
Marist	Siena	@	L	66	77	-11
Marist	Quinnipiac	@	L	53	79	-26
Marist	Siena	H	W	79	73	6
Marist	Monmouth	H	L	61	87	-26
Marist	Manhattan	H	L	73	81	-8
Marist	Fairfield	@	L	73	76	-3
Marist	Niagara	@	L	72	76	-4
Marist	Canisius	@	L	66	81	-15
Marist	Rider	H	W	71	58	13
Marist	Quinnipiac	H	W	91	77	14
